age,annual_income,spending_score,online_purchase_frequency,store_visits_per_month
55.0,89534.0,28.0,8,1
35.0,91582.0,29.0,11,10
37.0,80631.0,37.0,10,8
42.0,89926.0,26.0,9,2
23.0,91078.0,35.0,11,4
46.0,93772.0,39.0,4,6
29.0,95922.0,27.0,9,8
53.0,97537.0,34.0,4,4
32.0,94896.0,29.0,11,4
45.0,90930.0,36.0,9,5
18.0,81256.0,21.0,11,7
23.0,90973.0,20.0,5,4
32.0,88193.0,28.0,7,5
18.0,98262.0,25.0,7,7
41.0,101365.0,27.0,13,4
38.0,101570.0,29.0,5,7
25.0,100299.0,34.0,8,3
35.0,94065.0,28.0,9,5
43.0,91346.0,25.0,8,4
18.0,89770.0,28.0,7,5
22.0,84448.0,25.0,10,7
32.0,101943.0,24.0,5,4
35.0,93777.0,20.0,14,6
34.0,86276.0,30.0,9,5
44.0,89215.0,27.0,3,5
40.0,88931.0,36.0,8,5
42.0,95301.0,21.0,11,1
21.0,102472.0,27.0,7,4
36.0,92564.0,41.0,10,7
32.0,79232.0,24.0,2,3
50.0,93676.0,29.0,9,13
37.0,93907.0,23.0,10,2
28.0,93426.0,22.0,7,5
44.0,90608.0,39.0,7,5
41.0,96522.0,31.0,15,5
27.0,95463.0,31.0,12,4
32.0,94826.0,20.0,11,6
32.0,97888.0,32.0,9,8
47.0,91991.0,37.0,10,3
37.0,91594.0,37.0,9,8
42.0,104661.0,34.0,3,3
30.0,98915.0,23.0,11,5
38.0,100789.0,32.0,11,6
48.0,103583.0,34.0,3,3
31.0,98682.0,19.0,8,2
36.0,101499.0,23.0,5,4
21.0,83945.0,35.0,10,1
27.0,96429.0,35.0,6,2
32.0,93721.0,21.0,7,5
24.0,106744.0,35.0,11,6
48.0,101494.0,31.0,5,7
27.0,90587.0,35.0,7,5
43.0,97610.0,26.0,13,5
37.0,96174.0,34.0,7,5
35.0,98180.0,35.0,11,6
50.0,87868.0,28.0,10,4
18.0,97520.0,30.0,6,5
33.0,93403.0,26.0,9,4
24.0,96977.0,40.0,10,4
18.0,89929.0,29.0,3,3
23.0,90905.0,24.0,13,5
35.0,103217.0,26.0,6,5
28.0,87639.0,31.0,4,1
44.0,88156.0,35.0,8,5
33.0,94639.0,22.0,14,7
32.0,89597.0,41.0,4,6
32.0,88805.0,32.0,13,9
34.0,95736.0,33.0,7,5
31.0,84465.0,29.0,9,1
26.0,87944.0,30.0,8,1
45.0,109379.0,29.0,9,5
29.0,98216.0,36.0,16,4
31.0,89774.0,30.0,6,1
39.0,97928.0,35.0,11,4
38.0,98971.0,27.0,8,5
26.0,101961.0,31.0,8,5
43.0,94110.0,25.0,6,5
40.0,101835.0,37.0,12,6
37.0,80731.0,25.0,6,4
31.0,87606.0,28.0,6,9
31.0,96147.0,28.0,5,3
33.0,97307.0,28.0,6,5
23.0,88618.0,34.0,8,4
35.0,96816.0,28.0,9,7
44.0,90633.0,38.0,2,6
44.0,93061.0,25.0,3,5
31.0,102173.0,31.0,8,4
46.0,101363.0,25.0,7,7
54.0,88021.0,33.0,10,5
32.0,87599.0,30.0,7,5
42.0,92122.0,29.0,9,7
18.0,94813.0,37.0,7,2
22.0,90395.0,26.0,6,7
36.0,102284.0,34.0,10,1
25.0,97432.0,25.0,7,9
55.0,97843.0,31.0,9,6
41.0,86134.0,23.0,8,6
45.0,103171.0,26.0,6,8
35.0,75259.0,30.0,5,4
25.0,100838.0,41.0,9,5
30.0,101540.0,31.0,5,3
38.0,91973.0,40.0,10,5
29.0,103910.0,31.0,5,5
42.0,94558.0,28.0,6,11
42.0,95437.0,39.0,10,5
35.0,97377.0,33.0,15,5
18.0,117306.0,26.0,11,6
52.0,104411.0,33.0,11,8
33.0,99908.0,28.0,10,5
62.0,88610.0,18.0,11,2
42.0,96005.0,36.0,9,1
33.0,89308.0,37.0,5,2
39.0,100755.0,41.0,7,5
18.0,95983.0,33.0,8,3
45.0,87128.0,29.0,8,5
61.0,95568.0,35.0,8,11
18.0,89054.0,35.0,11,6
32.0,96059.0,40.0,7,8
34.0,88986.0,30.0,7,4
44.0,95192.0,29.0,7,3
56.0,100253.0,26.0,7,3
39.0,94629.0,33.0,7,4
56.0,92264.0,21.0,7,5
37.0,96423.0,35.0,10,5
40.0,99880.0,34.0,10,1
38.0,87250.0,34.0,11,6
47.0,96825.0,31.0,14,3
31.0,104223.0,39.0,7,7
43.0,99016.0,35.0,13,8
23.0,95404.0,26.0,7,5
32.0,99478.0,26.0,5,6
29.0,98167.0,25.0,6,4
36.0,100275.0,33.0,4,3
32.0,80832.0,24.0,10,5
46.0,84126.0,37.0,10,4
26.0,102034.0,38.0,7,9
18.0,84463.0,25.0,8,8
21.0,97811.0,29.0,7,3
45.0,92536.0,30.0,5,0
25.0,88027.0,35.0,4,5
39.0,97448.0,40.0,8,9
32.0,96407.0,20.0,8,5
43.0,109772.0,28.0,13,5
33.0,90626.0,28.0,11,7
63.0,105081.0,22.0,7,5
54.0,97467.0,27.0,10,1
32.0,90373.0,33.0,8,6
30.0,100595.0,28.0,7,6
66.0,98960.0,21.0,9,10
24.0,95251.0,47.0,10,2
34.0,96864.0,32.0,7,0
35.0,90821.0,31.0,13,4
35.0,89219.0,23.0,7,2
18.0,100316.0,32.0,4,1
40.0,93432.0,29.0,4,3
25.0,94439.0,19.0,7,6
49.0,96959.0,24.0,8,8
20.0,96857.0,35.0,9,1
36.0,84995.0,42.0,15,4
18.0,104004.0,32.0,6,6
18.0,95848.0,37.0,9,1
27.0,93581.0,29.0,10,6
28.0,98016.0,29.0,11,8
50.0,96656.0,37.0,4,4
35.0,100369.0,40.0,6,7
48.0,98766.0,38.0,4,6
31.0,100025.0,24.0,7,5
41.0,104457.0,30.0,8,7
28.0,101185.0,32.0,6,2
27.0,93877.0,28.0,4,3
18.0,87140.0,32.0,6,8
38.0,106675.0,35.0,5,3
38.0,93336.0,36.0,8,5
43.0,91688.0,40.0,6,2
37.0,82843.0,28.0,9,3
55.0,97369.0,22.0,7,10
37.0,96042.0,32.0,10,2
45.0,84394.0,41.0,12,10
32.0,98173.0,27.0,5,4
26.0,91513.0,34.0,6,5
42.0,113832.0,34.0,14,7
34.0,91014.0,31.0,5,5
43.0,91954.0,30.0,6,5
39.0,88877.0,24.0,7,6
27.0,103945.0,16.0,9,2
46.0,92391.0,23.0,5,4
26.0,89926.0,28.0,23,3
41.0,99949.0,37.0,9,7
48.0,85338.0,29.0,11,7
31.0,99376.0,27.0,8,9
47.0,107470.0,25.0,6,2
39.0,98966.0,34.0,9,4
44.0,99465.0,38.0,4,6
27.0,101090.0,36.0,8,6
37.0,106968.0,34.0,8,5
21.0,103469.0,21.0,7,3
52.0,98078.0,28.0,6,3
18.0,101327.0,42.0,15,6
31.0,88798.0,37.0,7,6
26.0,100434.0,21.0,7,2
42.0,87961.0,30.0,5,5
54.0,92431.0,32.0,8,6
42.0,73422.0,25.0,12,4
65.0,97810.0,16.0,11,5
21.0,90493.0,31.0,6,4
22.0,102778.0,25.0,7,7
26.0,97731.0,25.0,8,9
36.0,102869.0,28.0,4,4
25.0,87415.0,29.0,14,6
27.0,102269.0,30.0,14,5
41.0,109741.0,25.0,12,4
23.0,100349.0,29.0,7,3
24.0,100532.0,19.0,12,4
31.0,96187.0,32.0,6,4
32.0,91327.0,13.0,14,3
45.0,100328.0,28.0,5,2
26.0,84457.0,36.0,9,5
28.0,92076.0,24.0,7,5
41.0,82603.0,34.0,10,5
43.0,90074.0,37.0,9,9
49.0,99494.0,10.0,6,14
40.0,98538.0,29.0,11,6
36.0,95356.0,13.0,10,7
41.0,96193.0,29.0,6,6
32.0,81799.0,30.0,8,7
32.0,92392.0,15.0,6,3
18.0,90231.0,42.0,7,4
44.0,90387.0,32.0,8,4
37.0,99197.0,25.0,14,6
43.0,88976.0,39.0,7,7
18.0,90767.0,19.0,9,9
35.0,80391.0,23.0,6,4
26.0,92941.0,16.0,4,7
50.0,87385.0,41.0,10,5
41.0,95554.0,32.0,9,7
37.0,88342.0,34.0,8,4
31.0,95732.0,32.0,12,5
39.0,93987.0,33.0,9,6
26.0,106704.0,30.0,5,3
34.0,98481.0,32.0,13,4
29.0,82123.0,31.0,8,3
58.0,86146.0,26.0,10,2
50.0,95386.0,30.0,3,2
46.0,88491.0,32.0,8,6
20.0,74221.0,31.0,10,3
44.0,104447.0,21.0,9,3
37.0,100042.0,22.0,13,4
47.0,98647.0,36.0,10,6
38.0,90749.0,28.0,5,8
35.0,97994.0,34.0,3,10
37.0,90069.0,23.0,8,3
18.0,96434.0,21.0,9,6
27.0,88556.0,25.0,11,5
39.0,105614.0,29.0,12,6
46.0,84008.0,26.0,3,8
29.0,103626.0,38.0,11,9
35.0,95272.0,31.0,6,8
19.0,91574.0,41.0,11,1
50.0,96169.0,32.0,15,4
46.0,100133.0,16.0,7,6
42.0,104567.0,36.0,8,5
39.0,97192.0,21.0,4,4
51.0,88765.0,31.0,12,6
27.0,95389.0,25.0,8,6
26.0,107718.0,43.0,11,7
46.0,104434.0,39.0,9,6
45.0,101361.0,26.0,6,6
23.0,100570.0,29.0,7,7
30.0,99896.0,31.0,4,4
52.0,103111.0,35.0,3,2
39.0,91804.0,30.0,9,4
43.0,85514.0,24.0,7,10
23.0,95483.0,26.0,6,6
42.0,89277.0,30.0,9,4
21.0,87615.0,37.0,11,7
18.0,89958.0,33.0,4,6
42.0,112397.0,25.0,8,3
49.0,95953.0,34.0,9,6
32.0,97533.0,28.0,6,3
30.0,86443.0,35.0,7,3
52.0,82094.0,45.0,8,10
33.0,89267.0,28.0,7,3
34.0,105067.0,35.0,9,5
52.0,97340.0,26.0,7,7
31.0,99190.0,29.0,12,4
28.0,100170.0,30.0,9,5
43.0,90861.0,29.0,10,5
28.0,104716.0,45.0,7,4
34.0,90570.0,28.0,14,5
22.0,104844.0,34.0,7,8
37.0,98096.0,18.0,11,1
36.0,82477.0,33.0,4,4
45.0,89764.0,37.0,7,4
44.0,82505.0,27.0,5,1
41.0,103143.0,15.0,6,4
39.0,94827.0,30.0,10,4
34.0,79402.0,30.0,5,4
41.0,97630.0,34.0,4,5
24.0,91240.0,42.0,5,4
18.0,84613.0,28.0,11,7
47.0,106746.0,25.0,10,2
42.0,95751.0,23.0,6,3
34.0,92946.0,31.0,11,5
46.0,92204.0,33.0,5,8
28.0,84407.0,27.0,10,7
28.0,85868.0,35.0,10,5
27.0,103994.0,33.0,6,5
41.0,91683.0,30.0,9,3
19.0,95154.0,25.0,6,6
27.0,80690.0,27.0,6,4
38.0,85773.0,15.0,7,5
23.0,99269.0,31.0,5,3
28.0,97644.0,30.0,5,6
18.0,107274.0,31.0,13,6
41.0,104401.0,33.0,7,4
28.0,93385.0,32.0,7,6
24.0,98311.0,29.0,8,8
22.0,92784.0,30.0,11,6
31.0,109384.0,22.0,8,3
19.0,103043.0,26.0,10,6
54.0,96188.0,30.0,6,3
18.0,96403.0,26.0,12,5
30.0,105114.0,35.0,12,8
36.0,99057.0,26.0,7,7
27.0,105910.0,31.0,3,3
37.0,79644.0,31.0,14,3
27.0,98229.0,34.0,10,8
50.0,91392.0,35.0,9,6
24.0,107295.0,34.0,11,4
18.0,105825.0,17.0,8,5
22.0,95230.0,37.0,9,3
39.0,105749.0,39.0,9,8
34.0,107482.0,27.0,6,6
43.0,95521.0,31.0,6,1
40.0,112304.0,25.0,13,5
29.0,94781.0,18.0,3,2
30.0,93498.0,26.0,13,2
31.0,101061.0,27.0,8,3
54.0,92523.0,28.0,8,10
42.0,95597.0,24.0,10,6
54.0,104866.0,26.0,6,6
43.0,95135.0,30.0,10,3
34.0,83135.0,25.0,7,8
25.0,97571.0,33.0,9,8
37.0,90126.0,34.0,3,3
34.0,101057.0,44.0,5,9
34.0,99873.0,37.0,4,4
33.0,105300.0,31.0,9,7
18.0,101353.0,26.0,8,6
48.0,102632.0,32.0,8,3
34.0,90316.0,32.0,3,4
21.0,100628.0,27.0,7,6
40.0,108779.0,35.0,5,3
26.0,90179.0,22.0,8,4
41.0,107598.0,29.0,9,3
44.0,91155.0,33.0,7,4
45.0,89036.0,28.0,12,2
33.0,97073.0,29.0,4,4
31.0,100011.0,29.0,6,5
29.0,101382.0,25.0,2,2
28.0,88268.0,37.0,8,8
35.0,98042.0,24.0,4,4
33.0,90201.0,32.0,6,9
27.0,84578.0,32.0,4,3
24.0,88499.0,24.0,15,4
34.0,89744.0,30.0,8,8
31.0,98651.0,25.0,8,6
24.0,103065.0,38.0,8,6
43.0,84688.0,23.0,11,4
53.0,97464.0,26.0,6,3
45.0,86763.0,23.0,17,4
28.0,99404.0,22.0,8,3
34.0,90641.0,40.0,7,3
50.0,87641.0,33.0,6,4
23.0,100598.0,31.0,10,3
43.0,90892.0,26.0,14,6
21.0,92788.0,35.0,11,4
52.0,79460.0,25.0,10,5
31.0,101626.0,35.0,4,1
57.0,100746.0,25.0,11,2
52.0,95038.0,26.0,8,2
34.0,84307.0,35.0,3,7
28.0,103466.0,35.0,10,5
37.0,90336.0,34.0,6,3
33.0,91827.0,24.0,13,7
31.0,111184.0,27.0,11,6
18.0,90075.0,31.0,10,7
30.0,100195.0,25.0,7,6
24.0,98935.0,38.0,4,6
41.0,97731.0,16.0,5,4
45.0,96974.0,25.0,10,3
42.0,97635.0,27.0,6,7
38.0,96904.0,13.0,4,5
26.0,94637.0,22.0,5,4
37.0,105579.0,34.0,6,5
43.0,85811.0,30.0,9,11
29.0,102150.0,39.0,9,2
36.0,100756.0,39.0,9,1
34.0,99889.0,33.0,6,5
52.0,102819.0,32.0,9,2
44.0,94352.0,30.0,13,4
41.0,81917.0,14.0,4,8
18.0,94494.0,22.0,5,9
37.0,88062.0,31.0,7,5
33.0,89877.0,34.0,9,5
33.0,86303.0,32.0,8,5
19.0,91659.0,25.0,11,5
24.0,90824.0,36.0,8,6
34.0,78357.0,39.0,6,6
46.0,99902.0,36.0,10,6
29.0,110542.0,36.0,11,6
31.0,99244.0,27.0,6,4
53.0,93580.0,36.0,10,6
32.0,94617.0,31.0,11,8
34.0,92053.0,33.0,11,5
34.0,95630.0,32.0,6,8
22.0,94741.0,29.0,7,6
41.0,89113.0,25.0,13,2
28.0,106780.0,30.0,7,7
35.0,84590.0,36.0,8,9
39.0,100028.0,27.0,5,4
54.0,94292.0,35.0,5,7
22.0,108306.0,34.0,11,5
44.0,97386.0,28.0,8,6
44.0,92481.0,38.0,10,2
29.0,93266.0,28.0,11,8
41.0,95279.0,39.0,6,3
51.0,87000.0,33.0,5,8
27.0,89632.0,30.0,5,2
37.0,82505.0,25.0,11,1
39.0,88539.0,29.0,5,6
40.0,95657.0,29.0,1,3
43.0,97101.0,22.0,7,7
37.0,81145.0,29.0,14,7
40.0,94040.0,25.0,5,3
26.0,98944.0,34.0,6,4
37.0,93860.0,38.0,8,6
30.0,90563.0,23.0,7,4
23.0,92115.0,40.0,7,4
30.0,91215.0,29.0,8,6
38.0,90543.0,24.0,5,4
39.0,96217.0,35.0,7,1
22.0,111154.0,27.0,8,6
26.0,89794.0,30.0,8,7
42.0,92773.0,28.0,9,6
40.0,94638.0,25.0,7,3
44.0,90189.0,34.0,14,7
49.0,102688.0,28.0,7,4
40.0,78404.0,21.0,6,4
31.0,91283.0,33.0,7,2
36.0,100728.0,23.0,5,7
52.0,92941.0,23.0,11,4
63.0,89254.0,37.0,7,5
40.0,98085.0,23.0,14,6
40.0,101344.0,16.0,8,6
42.0,96474.0,34.0,12,2
35.0,89391.0,28.0,8,6
47.0,98193.0,29.0,14,10
45.0,92186.0,28.0,5,5
39.0,100216.0,31.0,8,6
32.0,105383.0,25.0,12,4
20.0,76761.0,39.0,8,8
42.0,95777.0,21.0,14,4
37.0,82850.0,33.0,5,6
28.0,112093.0,34.0,8,6
24.0,91723.0,25.0,7,2
42.0,100225.0,24.0,7,7
19.0,94753.0,36.0,12,6
38.0,89378.0,24.0,6,3
43.0,88546.0,26.0,6,5
40.0,106100.0,35.0,7,3
31.0,101692.0,30.0,10,9
23.0,108605.0,19.0,8,5
41.0,95388.0,40.0,7,6
47.0,97015.0,27.0,12,7
29.0,93130.0,28.0,7,4
40.0,92990.0,32.0,5,9
51.0,87707.0,34.0,7,7
38.0,95588.0,42.0,9,2
31.0,89475.0,20.0,10,4
45.0,98093.0,35.0,2,4
28.0,96190.0,34.0,12,3
22.0,97014.0,29.0,4,5
43.0,106726.0,35.0,7,6
31.0,94736.0,36.0,12,5
32.0,100297.0,22.0,8,5
29.0,109361.0,40.0,8,6
30.0,104146.0,21.0,4,5
49.0,103072.0,23.0,3,4
52.0,92853.0,28.0,9,5
53.0,96608.0,42.0,14,7
46.0,85772.0,28.0,12,6
40.0,98492.0,30.0,8,11
21.0,96921.0,39.0,8,2
33.0,95164.0,28.0,7,1
57.0,102190.0,23.0,9,4
31.0,86546.0,27.0,9,10
50.0,106444.0,38.0,9,6
36.0,101312.0,30.0,12,8
18.0,94506.0,42.0,7,4
41.0,93959.0,34.0,6,5
48.0,98364.0,26.0,9,5
35.0,105646.0,30.0,8,5
47.0,95711.0,25.0,15,4
18.0,96008.0,26.0,9,3
21.0,95127.0,57.0,9,2
37.0,107474.0,36.0,11,3
40.0,92418.0,35.0,12,9
49.0,94793.0,26.0,10,5
41.0,105244.0,39.0,9,2
23.0,96029.0,37.0,6,4
37.0,102959.0,41.0,8,4
41.0,88621.0,41.0,6,8
18.0,93563.0,21.0,10,3
35.0,105391.0,23.0,7,1
32.0,90266.0,24.0,5,5
28.0,93941.0,24.0,14,4
40.0,96797.0,32.0,9,6
24.0,88076.0,27.0,9,2
39.0,92103.0,42.0,9,6
41.0,95788.0,41.0,9,5
46.0,95327.0,30.0,6,4
24.0,103962.0,42.0,7,8
20.0,105790.0,39.0,10,10
38.0,89007.0,27.0,9,6
32.0,95779.0,18.0,6,4
64.0,99720.0,29.0,11,6
40.0,105614.0,26.0,7,6
36.0,100029.0,31.0,6,4
33.0,97036.0,31.0,6,3
23.0,99666.0,30.0,5,6
41.0,99716.0,33.0,11,1
34.0,88506.0,23.0,8,7
34.0,96350.0,32.0,6,8
36.0,105214.0,27.0,5,5
37.0,93549.0,31.0,10,4
18.0,95906.0,36.0,4,6
43.0,93302.0,23.0,11,5
27.0,78803.0,28.0,9,7
34.0,95144.0,29.0,7,6
48.0,97113.0,27.0,9,9
53.0,91413.0,35.0,8,6
18.0,86918.0,26.0,10,6
35.0,88836.0,27.0,5,2
38.0,100349.0,26.0,6,5
20.0,108808.0,37.0,9,4
43.0,104677.0,27.0,8,5
36.0,85590.0,33.0,13,5
37.0,100982.0,42.0,5,6
26.0,90358.0,30.0,6,2
39.0,90924.0,37.0,6,0
43.0,91766.0,40.0,7,7
36.0,99942.0,36.0,7,6
30.0,101715.0,30.0,4,2
31.0,94314.0,34.0,7,7
37.0,94433.0,22.0,4,3
35.0,98250.0,25.0,8,7
44.0,98976.0,26.0,10,3
30.0,103234.0,43.0,11,3
23.0,86009.0,25.0,11,3
39.0,95140.0,25.0,7,12
30.0,87524.0,24.0,5,8
43.0,94643.0,33.0,9,3
35.0,93417.0,31.0,4,7
42.0,94673.0,37.0,4,4
25.0,89402.0,34.0,4,2
36.0,84589.0,22.0,8,5
28.0,80339.0,25.0,9,8
23.0,94082.0,38.0,3,10
26.0,91983.0,29.0,9,5
30.0,90268.0,37.0,5,6
47.0,104258.0,29.0,11,4
29.0,88984.0,24.0,12,3
22.0,104918.0,28.0,7,9
36.0,106367.0,24.0,7,5
35.0,81344.0,27.0,6,5
30.0,95647.0,31.0,7,6
33.0,92202.0,33.0,5,8
45.0,74617.0,20.0,5,3
42.0,84888.0,30.0,7,8
41.0,100425.0,26.0,3,7
23.0,109134.0,26.0,15,6
64.0,101319.0,31.0,8,3
46.0,97265.0,27.0,13,2
40.0,94851.0,38.0,11,5
23.0,106779.0,37.0,6,10
44.0,110038.0,37.0,6,7
30.0,90892.0,27.0,8,0
33.0,81000.0,24.0,7,4
18.0,80313.0,30.0,6,4
23.0,104253.0,29.0,6,6
39.0,94671.0,26.0,8,2
45.0,96283.0,23.0,9,1
42.0,82465.0,30.0,4,2
42.0,89728.0,28.0,11,3
34.0,92932.0,34.0,9,7
31.0,96455.0,34.0,8,7
38.0,92210.0,37.0,6,4
43.0,87739.0,22.0,8,4
35.0,89508.0,32.0,9,1
47.0,103458.0,26.0,11,3
33.0,96713.0,23.0,3,4
25.0,99285.0,27.0,7,5
35.0,88708.0,36.0,8,3
36.0,74323.0,28.0,6,8
34.0,91338.0,39.0,7,4
48.0,88934.0,33.0,8,6
43.0,97443.0,28.0,11,5
21.0,118000.0,37.0,2,7
50.0,99866.0,33.0,5,5
18.0,114152.0,24.0,7,1
57.0,98981.0,41.0,5,5
32.0,90591.0,32.0,5,6
33.0,97435.0,30.0,3,4
34.0,107464.0,25.0,9,1
39.0,107807.0,37.0,5,4
35.0,90973.0,33.0,12,1
34.0,96772.0,34.0,6,7
48.0,84995.0,27.0,8,8
41.0,100773.0,35.0,9,6
25.0,105873.0,35.0,11,7
42.0,95279.0,26.0,10,3
40.0,90328.0,21.0,8,9
30.0,97521.0,33.0,10,5
43.0,97922.0,21.0,5,1
33.0,95568.0,31.0,4,7
33.0,96251.0,27.0,8,5
33.0,93783.0,37.0,7,1
18.0,101972.0,28.0,6,5
30.0,100154.0,37.0,4,2
42.0,88118.0,27.0,3,4
35.0,87926.0,36.0,8,6
22.0,93219.0,42.0,6,6
45.0,100158.0,24.0,13,5
32.0,96036.0,32.0,4,5
23.0,90498.0,46.0,6,4
57.0,96831.0,30.0,9,7
24.0,92684.0,30.0,9,3
44.0,101163.0,35.0,10,4
27.0,97331.0,30.0,13,7
36.0,92793.0,20.0,13,5
26.0,96621.0,37.0,7,4
23.0,104205.0,18.0,11,2
40.0,91013.0,27.0,5,7
39.0,97819.0,37.0,9,3
46.0,94507.0,28.0,9,5
35.0,97989.0,26.0,12,10
57.0,90418.0,35.0,7,5
38.0,95772.0,25.0,8,5
41.0,102755.0,23.0,8,5
21.0,88441.0,32.0,11,2
29.0,85694.0,29.0,10,5
40.0,85960.0,23.0,7,4
34.0,86805.0,34.0,8,9
37.0,99167.0,33.0,8,2
27.0,85159.0,28.0,7,10
36.0,92915.0,28.0,12,6
36.0,99328.0,33.0,7,2
23.0,97917.0,37.0,11,2
41.0,92301.0,28.0,9,1
18.0,96336.0,34.0,7,4
37.0,95750.0,33.0,6,3
53.0,39397.0,72.0,6,7
42.0,35197.0,65.0,10,3
42.0,30438.0,75.0,8,2
26.0,32688.0,66.0,8,11
53.0,36714.0,75.0,14,5
49.0,44092.0,68.0,9,2
27.0,32580.0,58.0,6,2
30.0,39024.0,63.0,4,5
48.0,33360.0,67.0,6,1
53.0,35552.0,80.0,7,7
22.0,42577.0,76.0,7,3
25.0,38821.0,81.0,6,6
34.0,28794.0,82.0,8,7
18.0,32138.0,66.0,11,6
35.0,41281.0,69.0,3,2
47.0,35709.0,67.0,13,5
21.0,29256.0,65.0,12,3
36.0,30905.0,57.0,6,4
29.0,38517.0,70.0,9,9
51.0,39972.0,61.0,8,10
29.0,35089.0,70.0,11,2
50.0,47377.0,85.0,11,3
29.0,39121.0,66.0,9,8
43.0,33783.0,71.0,7,3
38.0,30921.0,76.0,7,4
34.0,30126.0,72.0,9,6
27.0,36677.0,72.0,15,7
38.0,32556.0,67.0,7,6
31.0,43369.0,68.0,7,5
28.0,42332.0,63.0,4,4
50.0,38165.0,76.0,11,4
40.0,29105.0,58.0,10,3
41.0,31639.0,77.0,8,4
31.0,41278.0,60.0,3,3
33.0,32185.0,77.0,7,4
33.0,40611.0,68.0,9,4
38.0,37373.0,61.0,11,6
41.0,35259.0,74.0,7,7
35.0,31486.0,77.0,10,6
27.0,34529.0,67.0,8,4
43.0,35948.0,75.0,10,5
35.0,40163.0,54.0,7,3
21.0,30571.0,61.0,8,5
18.0,33686.0,79.0,11,8
38.0,35224.0,68.0,7,6
27.0,38313.0,57.0,11,7
39.0,30458.0,65.0,8,7
27.0,28417.0,64.0,7,2
36.0,38370.0,69.0,8,3
31.0,27410.0,67.0,8,4
53.0,41425.0,71.0,11,5
45.0,34220.0,70.0,10,6
48.0,27262.0,80.0,9,8
35.0,32598.0,73.0,8,5
43.0,36896.0,73.0,4,5
36.0,32336.0,78.0,4,4
50.0,35100.0,67.0,12,4
34.0,38700.0,61.0,7,5
21.0,33989.0,78.0,12,5
18.0,30315.0,71.0,6,2
52.0,33505.0,71.0,13,9
40.0,42074.0,66.0,8,4
40.0,43425.0,66.0,8,6
50.0,24900.0,76.0,5,3
18.0,40455.0,77.0,4,3
31.0,36251.0,75.0,10,4
33.0,39620.0,76.0,15,5
42.0,32248.0,74.0,8,2
28.0,26159.0,71.0,7,5
23.0,37922.0,69.0,9,6
23.0,30295.0,78.0,12,6
46.0,28059.0,67.0,11,2
28.0,28408.0,73.0,12,2
29.0,38005.0,64.0,5,5
41.0,35697.0,65.0,6,9
28.0,38912.0,68.0,8,2
18.0,38345.0,64.0,6,10
19.0,32895.0,76.0,8,6
34.0,34648.0,61.0,7,7
40.0,32443.0,71.0,5,8
33.0,33948.0,71.0,9,0
39.0,30164.0,57.0,11,6
19.0,36952.0,67.0,6,4
20.0,40376.0,72.0,8,4
58.0,30917.0,73.0,10,3
47.0,41406.0,69.0,6,6
43.0,35568.0,75.0,9,2
28.0,36205.0,69.0,10,7
33.0,26503.0,70.0,10,4
35.0,25964.0,72.0,9,6
48.0,35721.0,76.0,10,7
39.0,38949.0,65.0,9,4
40.0,31643.0,67.0,8,4
33.0,43350.0,65.0,12,4
43.0,38675.0,68.0,10,5
38.0,30458.0,80.0,8,4
35.0,35154.0,74.0,11,2
28.0,47385.0,62.0,9,5
34.0,28787.0,66.0,5,4
24.0,37641.0,73.0,4,5
35.0,33386.0,64.0,9,5
36.0,38534.0,65.0,4,2
18.0,41336.0,79.0,9,4
33.0,33069.0,66.0,11,8
23.0,40595.0,77.0,5,2
40.0,46106.0,79.0,10,3
41.0,35331.0,65.0,6,6
31.0,38924.0,64.0,3,8
40.0,32048.0,68.0,11,3
41.0,35096.0,62.0,4,3
33.0,34117.0,71.0,10,7
50.0,38985.0,69.0,9,4
28.0,41023.0,73.0,5,7
50.0,34452.0,80.0,10,3
33.0,42668.0,76.0,6,7
27.0,42650.0,73.0,10,3
31.0,39234.0,56.0,8,3
24.0,32420.0,73.0,13,4
43.0,31941.0,82.0,5,1
19.0,30938.0,49.0,11,9
49.0,39746.0,75.0,5,4
26.0,28941.0,69.0,3,5
43.0,38384.0,64.0,8,6
35.0,29594.0,76.0,7,6
38.0,39118.0,82.0,7,5
29.0,35086.0,75.0,9,4
39.0,41668.0,67.0,9,3
36.0,40707.0,63.0,7,2
20.0,42175.0,71.0,4,4
25.0,42304.0,76.0,7,6
30.0,35718.0,67.0,7,3
27.0,29206.0,68.0,9,2
48.0,29737.0,90.0,12,3
35.0,24566.0,78.0,9,1
27.0,29582.0,78.0,8,6
30.0,35344.0,60.0,11,4
30.0,32202.0,65.0,10,4
32.0,34099.0,71.0,5,4
24.0,37464.0,63.0,6,1
27.0,33480.0,81.0,5,7
43.0,29391.0,80.0,9,5
37.0,34734.0,66.0,6,6
33.0,30508.0,82.0,11,2
35.0,33646.0,70.0,15,5
35.0,41714.0,88.0,10,5
33.0,33647.0,71.0,5,3
40.0,43855.0,74.0,8,8
39.0,42158.0,80.0,9,3
19.0,32103.0,79.0,7,3
34.0,29444.0,74.0,6,4
20.0,34737.0,69.0,7,4
41.0,40767.0,74.0,3,4
43.0,32549.0,64.0,5,5
29.0,39540.0,71.0,10,5
34.0,41042.0,62.0,9,3
18.0,31130.0,58.0,11,1
45.0,31620.0,70.0,9,4
42.0,38563.0,79.0,5,2
47.0,35759.0,76.0,10,4
